id,track_id,title,album_name,album_id,filename,filepath,description,seo_keywords,prompt,tags,cover_prompt,seed,created_at
40,40,RHYTHM GHOST,FAVELA 2077,7,RHYTHM GHOST.wav,music/FAVELA 2077/RHYTHM GHOST.wav,Spooky melody meets frantic percussion. For 'creepy but cool' transitions.,scary funk|halloween phonk|creepy dance music|dark montagem|spooky beat|horror funk|fast percussion|ghostly vocal chops|nightmare funk|viral horror dance|skeleton dance vibe|aggressive spooky|badass horror|sinister beat|dark rhythm,"135 BPM, C# minor, dark horror funk instrumental, vibe: spooky chaos; instruments: horror movie piano motif, rapid-fire metallic percussion, filtered screams (fx), sub-bass pulses; groove: fast and anxious; arrangement: [Intro]->[Scare]->[Drop]->[Percussion Solo]->[Outro]; production notes: high contrast between silence and loud hits, eerie reverb, dry drums. Nightmare fuel.",Horror|Funk|Dark,"Single-subject cinematic cutout: Neon Skeleton (Undead), pose: breakdancing (mid-spin). Body details: bones made of glowing neon tubes. Environment: An abandoned subway station covered in graffiti. Atmosphere: flickering lights, dust. Lighting: Ultraviolet + Bone White. Camera: Action shot, motion blur. Mood: energetic, spooky.",ALB7_T02_SEED20394,2025-12-22 08:22:47.223+00
41,41,SAO PAULO DRIFT,FAVELA 2077,7,SAO PAULO DRIFT.wav,music/FAVELA 2077/SAO PAULO DRIFT.wav,Where Drift Phonk meets Brazilian Funk. Cowbells mixed with favela drums.,drift funk hybrid|cowbell funk|racing funk|car edit brazil|fast funk beat|jdm meets brazil|unique phonk|driving beat|high speed funk|street racing audio|viral car trend|aggressive cowbell|heavy phonk|energetic instrumental|party drift,"140 BPM, F minor, hybrid drift funk instrumental, vibe: high speed chase; instruments: 808 cowbell melody, brazilian funk percussion loop, distorted 808 slides, siren fx; groove: driving and syncopated; arrangement: [Intro]->[Cowbell Hook]->[Funk Drop]->[Bridge]->[Drop]; production notes: seamless blend of Memphis tape saturation and crisp digital funk drums. Best of both worlds.",Drift|Funk|Hybrid,"Single-subject cinematic cutout: Racer Cyborg, pose: leaning out of a drift car window, holding a checkered flag. Body details: racing suit with sponsorship logos, helmet with LED display. Environment: Interlagos futuristic track at night. Atmosphere: burning rubber smoke, skid marks. Lighting: Speed Red + Asphalt Grey. Camera: Panning shot. Mood: fast, competitive.",ALB7_T03_SEED31405,2025-12-22 08:22:47.223+00
42,42,SYSTEM OVERLOAD,FAVELA 2077,7,SYSTEM OVERLOAD.wav,music/FAVELA 2077/SYSTEM OVERLOAD.wav,The track gets faster and more distorted as it goes. An endurance test.,speed up funk|accelerating beat|chaos edit music|increasing bpm|intense finale|glitch funk|system crash audio|hardcore funk|gaming panic music|fast paced edit|energy overload|viral speed challenge|distorted ending|crazy beat|max energy,"145 BPM, E minor, hardcore funk instrumental, vibe: terminal velocity; instruments: rapid-fire kick rolls, screeching synth leads, alarm sounds, crushed bass; groove: manic and rushing; arrangement: [Intro]->[Build]->[Drop]->[Speed Up Section]->[Final Chaos]; production notes: tempo automation (slight increase), bit-crushing effect increasing over time, chaotic stereo imaging. Total destruction.",Hardcore|Speed|Chaos,"Single-subject cinematic cutout: Glitching AI Avatar (Female), pose: screaming while dissolving into code. Body details: fracturing polygon mesh, glowing red eyes. Environment: Inside a melting CPU core. Atmosphere: digital artifacts, heat distortion. Lighting: Alert Red + Glitch Green. Camera: Close up, distorted lens. Mood: panic, intensity.",ALB7_T06_SEED64738,2025-12-22 08:22:47.223+00
44,44,MOZART_S GLOCK,GILDED CAGE,8,MOZART_S GLOCK.wav,music/GILDED CAGE/MOZART_S GLOCK.wav,Gunshots synced to Baroque harpsichord. Classical music theory meets street violence.,mozart drill remix|classical gun beat|harpsichord trap|baroque gangster|violin drill|opera shooting music|mafia classical|classy violence beat|symphony trap|cultural drill,"142 BPM, D minor, baroque drill instrumental, vibe: cultured violence; instruments: harpsichord runs, violin stabs, drill 808s, gunshot foley; groove: heavy drill stomp with classical flourishes; arrangement: [Intro]->[Harpsichord Solo]->[Drill Drop]->[Violin]->[Drop]; production notes: heavily contrasted clean classical recording vs distorted modern drums, dramatic dynamic range.",Baroque|Drill|Classical,"Single-subject cinematic cutout: Robot Maestro, pose: conducting an orchestra while holding a gold pistol. Body details: powdered wig made of chrome, tailcoat. Environment: An opera house balcony. Atmosphere: smoke, falling sheet music. Lighting: Chandelier Gold + Gun Flash White. Camera: Eye level. Mood: elegant, dangerous.",ORPHAN_MOZART_S GLOCK,2025-12-22 08:22:47.223+00
46,46,ROYAL BLOOD,GILDED CAGE,8,ROYAL BLOOD.wav,music/GILDED CAGE/ROYAL BLOOD.wav,Trumpets and fanfare distorted into a trap anthem. A coronation gone wrong.,brass trap beat|royal fanfare remix|king entrance music|trumpet drill|victory lap audio|majestic trap|coronation music|empire vibe|loud brass beat|triumphant drill|sports highlight music|champion sound|viral crown trend|heavy horn trap|regal beat,"140 BPM, E major, brass trap instrumental, vibe: corrupted royalty; instruments: royal trumpet fanfare, military snare rolls, distorted sub-bass, trap hi-hats; groove: marching and bouncy; arrangement: [Intro]->[Fanfare]->[Drop]->[March]->[Outro]; production notes: brightness of brass contrasted with muddy distorted bass, epic scale, wide panning. Hail to the king.",Brass|Royal|Anthem,"Single-subject cinematic cutout: Fallen King (Skeleton), pose: sitting on a throne, wearing a massive crown that is sliding off. Body details: ermine robe, gold rings on bone fingers. Environment: A throne room with vines growing over it. Atmosphere: dust, sunlight beams. Lighting: Gold + Moss Green. Camera: Low angle. Mood: fallen glory, regal.",ALB13_T05_SEED56575,2025-12-22 08:22:47.223+00
47,47,THE DUEL,GILDED CAGE,8,THE DUEL.wav,music/GILDED CAGE/THE DUEL.wav,Fast-paced fencing music. Sharp stabs and quick movements.,fencing music|sword fight beat|fast violin drill|action scene classical|rapid fire beat|intense duel audio|combat music|agile beat|precision drill|sports fencing edit|high speed classical|adrenaline violin|viral fight choreo|sharp bass|energetic drill,"145 BPM, B minor, action drill instrumental, vibe: sharp precision; instruments: cello stabs, rapid violin runs, aggressive kick, metallic sword-clash foley; groove: fast and aggressive; arrangement: [Intro]->[Run]->[Drop]->[Clash]->[Drop]; production notes: very fast attack times, crisp high-end, rhythm mirrors a sword fight (parry/riposte). Deadly speed.",Action|Fast|Violin,"Single-subject cinematic cutout: Cyber-Fencer, pose: lunging forward with a laser rapier. Body details: white sleek armor, fencing mask with LED display. Environment: A digital fencing strip. Atmosphere: motion blur, sparks from blade contact. Lighting: Neon White + Electric Blue. Camera: Side profile action shot. Mood: precise, fast.",ALB13_T06_SEED67686,2025-12-22 08:22:47.223+00
50,50,DRILL N BASS,JERSEY OVERDRIVE,9,DRILL N BASS.wav,music/JERSEY OVERDRIVE/DRILL N BASS.wav,UK Drill sliding basslines meets Jersey Club kicks. Dark and fast.,jersey drill hybrid|sliding bass jersey|dark dance music|aggressive jersey club|drill remix vibe|fast drill beat|hood futuristic|night drive fast|intense dance|heavy kick bass|scary jersey|viral dark dance|sliding 808|grime influence|hard hitting,"142 BPM, C minor, jersey drill hybrid instrumental, vibe: street racing; instruments: sliding drill 808s, jersey kick pattern, eerie piano, gun foley; groove: fast and dark; arrangement: [Intro]->[Drill Slide]->[Jersey Drop]->[Switch]->[Drop]; production notes: mix the sliding bass of drill with the triplet kick of jersey, dark atmosphere, aggressive energy.",Drill|Jersey|Dark,"Single-subject cinematic cutout: Masked Street Racer, pose: leaning on a matte black car, checking a glowing watch. Body details: balaclava, racing gloves. Environment: An underpass tunnel. Atmosphere: car exhaust, orange sodium lights. Lighting: Tunnel Orange + Headlight White. Camera: Eye level. Mood: cool, dangerous.",ALB23_T02_SEED89012,2025-12-22 08:22:47.223+00
52,52,HEARTBEAT RUSH,JERSEY OVERDRIVE,9,HEARTBEAT RUSH.wav,music/JERSEY OVERDRIVE/HEARTBEAT RUSH.wav,Anxiety inducing speed. The beat mimics a panic attack but danceable.,fast jersey club|anxiety beat|panic dance|rush adrenaline music|cardio music fast|intense club|sweaty dance music|heartbeat kick|speed up jersey|manic energy|chaos dance|viral speed challenge|pumping audio|relentless beat|endurance test,"150 BPM, D minor, hard jersey club instrumental, vibe: cardiac arrest; instruments: distorted kick drums, siren risers, rapid vocal chops, panic alarm synth; groove: relentless triplets; arrangement: [Intro]->[Build]->[Panic Drop]->[Rush]->[Outro]; production notes: push the tempo, aggressive compression, feeling of breathless energy.",Hard|Fast|Intense,"Single-subject cinematic cutout: Adrenaline Junkie Android, pose: clutching chest, laughing manicly. Body details: transparent chest revealing glowing racing heart engine. Environment: A blurring tunnel of light. Atmosphere: speed lines, motion blur. Lighting: Alert Red + White. Camera: Shaky close up. Mood: manic, fast.",ALB23_T06_SEED23456,2025-12-22 08:22:47.223+00
53,53,VOGUE 2077,JERSEY OVERDRIVE,9,VOGUE 2077.wav,music/JERSEY OVERDRIVE/VOGUE 2077.wav,Sharp crashes and sassy chops. For striking a pose.,vogue beat|ballroom scene music|catwalk jersey|sassy beat|pose music|fashion dance|sharp percussion|crash cymbal beat|confident dance|runway fast|futuristic vogue|viral fashion dance|intense rhythm|fierce beat|death drop music,"135 BPM, A minor, vogue/jersey hybrid instrumental, vibe: strike a pose; instruments: orchestral hits (crashes), sharp snare snaps, jersey kick, sassy vocal chops; groove: sharp and angular; arrangement: [Intro]->[Walk]->[Crash Drop]->[Pose]->[Drop]; production notes: emphasize the 'crash' hits on the beat, very sharp transients, confident attitude.",Vogue|Fashion|Fierce,"Single-subject cinematic cutout: High-Fashion Cyborg, pose: extreme vogue dip (death drop). Body details: sharp angular armor, chrome finish. Environment: A holographic runway. Atmosphere: flashing cameras, laser grid. Lighting: Magenta + Cyan. Camera: High angle looking down. Mood: fierce, dramatic.",ALB23_T04_SEED01234,2025-12-22 08:22:47.223+00
56,56,SKY HIGH,JUSTICE FORCE,10,SKY HIGH.wav,music/JUSTICE FORCE/SKY HIGH.wav,Soaring synth leads and uplifting chords. Flying through the clouds.,flying metal music|uplifting anime beat|soaring melody|sky aesthetic music|hopeful metal|freedom vibe|fast melodic rock|positive energy music|cloud background music|hero flight|dreamy speed metal|viral uplifting sound|beautiful guitar|major key|airy mix,"180 BPM, A major, melodic speed metal instrumental, vibe: soaring flight; instruments: harmonized lead guitars, bright synth pads, fast drum gallop; groove: flying sensation; arrangement: [Intro]->[Melody]->[Soar]->[Solo]->[Outro]; production notes: lots of 'air' frequencies, wide stereo guitars, feeling of freedom and speed.",Melodic|Uplifting|Speed,"Single-subject cinematic cutout: Winged Hero, pose: flying straight at the camera, leaving a contrail. Body details: wings made of blue energy, sleek armor. Environment: Blue sky with white clouds. Atmosphere: wind, speed lines. Lighting: Sun White + Sky Blue. Camera: Tracking shot. Mood: free, hopeful.",ALB33_T03_SEED56565,2025-12-22 08:22:47.223+00
58,58,TRANSFORMATION SEQUENCE,JUSTICE FORCE,10,TRANSFORMATION SEQUENCE.wav,music/JUSTICE FORCE/TRANSFORMATION SEQUENCE.wav,Fast arpeggios and rising energy. The suit is putting itself on.,transformation music|henshin sound|anime power up|magical girl transformation metal|suit up music|fast arpeggio metal|rising energy beat|hero arrival|excitement builder|retro anime vibe|melodic speed metal|viral transformation trend|bright guitar|uplifting beat|fast tempo,"175 BPM, E major, melodic power metal instrumental, vibe: suit up; instruments: rapid tapping guitar solo, synthesizer arpeggios, double-kick drums, orchestral hits; groove: driving speed; arrangement: [Intro]->[Arpeggio Build]->[Transformation Climax]->[Pose]->[Outro]; production notes: very bright and clean mix, synthesizer blends with guitar, constant upward momentum.",Anime|Metal|Fast,"Single-subject cinematic cutout: Red Ranger Cyborg, pose: mid-transformation, armor plates floating into place. Body details: glowing core, helmet half-formed. Environment: A vortex of red energy. Atmosphere: light beams, electricity. Lighting: Hero Red + Core White. Camera: Dynamic angle. Mood: energetic, cool.",ALB33_T01_SEED34343,2025-12-22 08:22:47.223+00
59,59,VICTORY POSE,JUSTICE FORCE,10,VICTORY POSE.wav,music/JUSTICE FORCE/VICTORY POSE.wav,"Fanfare, explosions in the background, and a final major chord.",victory fanfare metal|mission complete music|hero pose music|explosion background music|success beat|anime ending theme|triumphant metal|winning moment|happy ending audio|credits roll anime|celebration rock|viral success sound|grand finale|brass synth|epic chord,"160 BPM, E major, anthem metal instrumental, vibe: mission accomplished; instruments: brass synth fanfare, soaring guitar melody, marching snare rolls, crash cymbals; groove: victorious march; arrangement: [Intro]->[Fanfare]->[Pose]->[Explosion]->[Final Chord]; production notes: massive, cinematic, triumphant, ending on a long sustained chord.",Victory|Anthem|Happy,"Single-subject cinematic cutout: The Hero, pose: back to camera, giving a thumbs up. A massive monster explodes in the background. Body details: pristine armor, cape blowing in wind. Environment: A saved city. Atmosphere: confetti, smoke from explosion. Lighting: Sunlight + Explosion Orange. Camera: Hero shot. Mood: cool, successful.",ALB33_T06_SEED89898,2025-12-22 08:22:47.223+00
62,62,DESERT STORM,KINGS OF NILE,11,DESERT STORM.wav,music/KINGS OF NILE/DESERT STORM.wav,"Wind sounds, heavy bass, and distortion. A trap banger for the mosh pit.",desert storm music|sandstorm trap|heavy distortion beat|mosh pit trap|rage egyptian|chaos music|wind sound effect beat|aggressive drop|gym rage music|hardcore trap|survival beat|viral rage sound|blown out bass|intense atmosphere|war music,"145 BPM, D minor, heavy trap/dubstep hybrid instrumental, vibe: sandstorm; instruments: wind howling samples, distorted screech bass, heavy impact drums, darbuka rolls; groove: violent and chaotic; arrangement: [Intro]->[Wind]->[Drop]->[Chaos]->[Drop]; production notes: bit-crushed bass, wind noise used as a riser, absolute maximum volume.",Rage|Heavy|Chaos,"Single-subject cinematic cutout: Sand-Demon, pose: emerging from a massive sand tornado. Body details: body made of swirling sand and debris, glowing red core. Environment: Deep desert during a storm. Atmosphere: flying sand, zero visibility background. Lighting: Sand Brown + Core Red. Camera: Action shot. Mood: violent, elemental.",ALB22_T05_SEED56789,2025-12-22 08:22:47.223+00
64,64,OASIS MIRAGE,KINGS OF NILE,11,OASIS MIRAGE.wav,music/KINGS OF NILE/OASIS MIRAGE.wav,"Watery sounds, lush pads, and a slower tempo. A trap ballad for the weary.",chill egyptian beat|water trap|mirage music|dreamy middle eastern|lofi trap exotic|oasis vibe|relaxing bass music|beautiful trap|slow motion audio|aesthetic desert|hallucination music|viral chill sound|lush pads|deep vibes|melodic bass,"120 BPM, A major, melodic trap instrumental, vibe: refreshing illusion; instruments: water foley, harp, lush synth pads, slow deep 808, soft vocal chops; groove: floating and slow; arrangement: [Intro]->[Water]->[Drop]->[Melody]->[Outro]; production notes: lots of delay, wet reverb, shimmering high end, dreamlike quality.",Chill|Melodic|Dreamy,"Single-subject cinematic cutout: Water Spirit (Android), pose: rising from a neon blue pool. Body details: transparent skin, bioluminescent veins. Environment: A secret underground cave oasis. Atmosphere: glowing crystals, water ripples. Lighting: Aqua Blue + Bioluminescent Purple. Camera: Eye level. Mood: peaceful, surreal.",ALB22_T06_SEED67890,2025-12-22 08:22:47.223+00
